Sample	posterior	ESS(posterior)	likelihood	prior
0	-11304.244601370332	N	-11294.804850691193	-9.43975067913885
1000	-8714.386352459702	2.0	-8710.450967516575	-3.935384943126671
2000	-8715.339681438838	3.0	-8711.28124121129	-4.058440227547721
3000	-8713.303299259345	4.0	-8709.437141259448	-3.866157999896502
4000	-8715.325402306227	5.0	-8711.650772245031	-3.6746300611965728
5000	-8716.792714292656	6.0	-8711.87224437078	-4.9204699218775065
6000	-8715.758962230131	7.0	-8711.453903145444	-4.30505908468757
7000	-8714.928564665151	8.0	-8711.570906304838	-3.357658360313649
8000	-8714.793602052025	9.0	-8710.133730280455	-4.659871771569515
9000	-8718.459328223043	9.0	-8714.635895656196	-3.823432566846774
10000	-8715.125178007804	10.0	-8711.57248969879	-3.5526883090132193
11000	-8718.110377378021	9.0	-8711.384395893127	-6.72598148489536
12000	-8719.512680837299	6.3	-8716.504930868565	-3.0077499687333784
13000	-8715.09670491938	8.8	-8711.244100084134	-3.852604835246109
14000	-8714.906446407846	11.5	-8710.312211325408	-4.594235082436705
15000	-8715.495641295183	13.2	-8711.732834523096	-3.762806772086714
16000	-8714.204487927587	13.2	-8710.187002440642	-4.017485486945201
17000	-8718.561088394701	17.0	-8713.461802101496	-5.099286293206051
18000	-8716.829270607446	18.0	-8711.941710300747	-4.887560306698687
19000	-8713.164371179602	18.0	-8709.449965109416	-3.714406070186003
20000	-8715.488237959691	19.0	-8711.583942952091	-3.904295007599549
21000	-8716.812845169768	20.0	-8713.103347880038	-3.7094972897300207
22000	-8717.306018916584	21.0	-8713.104767855271	-4.201251061313812
23000	-8715.278566513936	22.0	-8709.325641869767	-5.9529246441690535
24000	-8717.041498479259	23.0	-8713.486246480385	-3.5552519988740796
25000	-8717.089138736885	24.0	-8713.170531415164	-3.918607321720824
26000	-8715.342129601979	25.0	-8711.127893706125	-4.214235895853564
27000	-8719.27308466764	26.0	-8715.488187178527	-3.784897489113727
28000	-8716.921914938359	27.0	-8710.690338937635	-6.231576000723921
29000	-8715.61622754702	27.0	-8711.876076583552	-3.7401509634669634
30000	-8714.500800874112	28.0	-8710.05841526288	-4.44238561123192
31000	-8714.151310837431	29.0	-8710.287191704108	-3.864119133322162
32000	-8715.937751553009	30.0	-8711.934481038721	-4.003270514288381
33000	-8715.559779043499	31.0	-8710.545784936692	-5.013994106806019
34000	-8718.159601449905	32.0	-8714.318405135624	-3.841196314281636
35000	-8716.60028567629	33.0	-8711.385382604209	-5.214903072081395
36000	-8715.575136838286	34.0	-8711.649611651525	-3.925525186761183
37000	-8714.337310452845	35.0	-8710.580157198005	-3.7571532548407216
38000	-8718.140336634764	36.0	-8714.307750932036	-3.832585702729002
39000	-8716.672259165212	36.0	-8712.919141985836	-3.753117179376191
